binder,extra water,alkaline solution,molarity of mix,fine aggregate,coarse aggregate,age,curing temperature,compressive strength,water,pozzolan,foaming agent,density,concrete type,water binder ratio
424.8,9.6,158.4,14.0,585.6,1183.2,3.0,23.0,40.9,,,,,0,0.39548022598870053
424.8,45.6,158.4,14.0,585.6,1183.2,3.0,23.0,46.2,,,,,0,0.48022598870056493
424.8,60.0,158.4,14.0,585.6,1183.2,3.0,23.0,27.2,,,,,0,0.5141242937853108
408.0,0.0,165.0,8.0,554.0,1233.0,7.0,60.0,41.1,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1231.0,7.0,60.0,40.6,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1232.0,7.0,60.0,37.4,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1234.0,7.0,60.0,35.0,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1233.0,28.0,60.0,45.3,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1231.0,28.0,60.0,41.8,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1232.0,28.0,60.0,37.6,,,,,0,0.40441176470588236
408.0,0.0,165.0,8.0,554.0,1234.0,28.0,60.0,36.8,,,,,0,0.40441176470588236
368.0,0.0,184.0,8.0,554.0,1294.0,3.0,80.0,74.37,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,3.0,80.0,61.11,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,3.0,80.0,47.77,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,7.0,80.0,80.58,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,7.0,80.0,67.72,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,7.0,80.0,50.83,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,28.0,80.0,85.66,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,28.0,80.0,71.59,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,28.0,80.0,54.66,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,60.0,80.0,86.15,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,60.0,80.0,71.72,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,60.0,80.0,54.95,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,90.0,80.0,88.22,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,90.0,80.0,71.97,,,,,0,0.5
368.0,0.0,184.0,8.0,554.0,1294.0,90.0,80.0,55.09,,,,,0,0.5
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,20.0,27.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,20.0,31.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,20.0,25.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,7.0,20.0,29.0,,,,,0,0.4
400.0,0.0,140.0,14.0,658.0,1222.0,7.0,20.0,11.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,7.0,20.0,15.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,7.0,20.0,22.0,,,,,0,0.37
400.0,0.0,140.0,14.0,658.0,1222.0,7.0,20.0,8.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,7.0,20.0,14.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,7.0,20.0,15.0,,,,,0,0.37
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,20.0,40.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,20.0,47.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,20.0,43.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,28.0,20.0,54.0,,,,,0,0.4
400.0,0.0,140.0,14.0,658.0,1222.0,28.0,20.0,25.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,28.0,20.0,27.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,28.0,20.0,35.0,,,,,0,0.37
400.0,0.0,140.0,14.0,658.0,1222.0,28.0,20.0,27.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,28.0,20.0,27.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,28.0,20.0,45.0,,,,,0,0.37
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,20.0,45.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,20.0,50.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,20.0,50.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,56.0,20.0,63.0,,,,,0,0.4
400.0,0.0,140.0,14.0,658.0,1222.0,56.0,20.0,30.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,56.0,20.0,35.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,56.0,20.0,40.0,,,,,0,0.37
400.0,0.0,140.0,14.0,658.0,1222.0,56.0,20.0,32.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,56.0,20.0,35.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,56.0,20.0,52.0,,,,,0,0.37
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,20.0,47.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,20.0,54.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,20.0,52.0,,,,,0,0.4
400.0,0.0,160.0,14.0,651.0,1209.0,90.0,20.0,68.0,,,,,0,0.4
400.0,0.0,140.0,14.0,658.0,1222.0,90.0,20.0,33.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,90.0,20.0,38.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,90.0,20.0,43.0,,,,,0,0.37
400.0,0.0,140.0,14.0,658.0,1222.0,90.0,20.0,34.0,,,,,0,0.35
400.0,8.0,140.0,14.0,655.0,1216.0,90.0,20.0,41.0,,,,,0,0.37
400.0,8.0,140.0,14.0,655.0,1216.0,90.0,20.0,54.0,,,,,0,0.37
400.0,0.0,133.0,14.0,550.0,1369.0,7.0,27.0,1.4,,,,,0,0.3325
400.0,0.0,200.0,14.0,547.0,1280.0,7.0,27.0,3.6,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,7.0,27.0,7.3,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,7.0,27.0,7.1,,,,,0,0.5
475.0,0.0,119.0,14.0,539.0,1253.0,7.0,27.0,11.0,,,,,0,0.2505263157894737
475.0,0.0,140.0,14.0,535.0,1248.0,7.0,27.0,12.6,,,,,0,0.29473684210526313
475.0,0.0,166.0,14.0,529.0,1235.0,7.0,27.0,9.4,,,,,0,0.3494736842105263
400.0,0.0,200.0,14.0,550.0,1269.0,28.0,27.0,1.1,,,,,0,0.5
400.0,0.0,133.0,14.0,550.0,1369.0,28.0,27.0,3.5,,,,,0,0.3325
400.0,0.0,200.0,14.0,547.0,1280.0,28.0,27.0,8.4,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,28.0,27.0,18.8,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,28.0,27.0,19.5,,,,,0,0.5
475.0,0.0,119.0,14.0,539.0,1253.0,28.0,27.0,30.4,,,,,0,0.2505263157894737
475.0,0.0,140.0,14.0,535.0,1248.0,28.0,27.0,34.3,,,,,0,0.29473684210526313
475.0,0.0,166.0,14.0,529.0,1235.0,28.0,27.0,27.2,,,,,0,0.3494736842105263
400.0,0.0,200.0,14.0,550.0,1269.0,56.0,27.0,1.5,,,,,0,0.5
400.0,0.0,133.0,14.0,550.0,1369.0,56.0,27.0,5.4,,,,,0,0.3325
400.0,0.0,200.0,14.0,547.0,1280.0,56.0,27.0,10.2,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,56.0,27.0,29.3,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,56.0,27.0,29.7,,,,,0,0.5
475.0,0.0,119.0,14.0,539.0,1253.0,56.0,27.0,44.4,,,,,0,0.2505263157894737
400.0,0.0,240.0,14.0,567.0,1325.0,70.0,27.0,1.1,,,,,0,0.6
400.0,0.0,200.0,14.0,550.0,1269.0,70.0,27.0,1.8,,,,,0,0.5
400.0,0.0,133.0,14.0,550.0,1369.0,70.0,27.0,6.2,,,,,0,0.3325
400.0,0.0,200.0,14.0,547.0,1280.0,70.0,27.0,12.7,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,70.0,27.0,32.1,,,,,0,0.5
400.0,0.0,200.0,14.0,547.0,1280.0,70.0,27.0,33.2,,,,,0,0.5
475.0,0.0,119.0,14.0,539.0,1253.0,70.0,27.0,48.2,,,,,0,0.2505263157894737
406.78,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,15.46,,,,,0,0.3999705000245833
410.85,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,22.57,,,,,0,0.39600827552634776
414.91,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,25.4,,,,,0,0.39213323371333536
418.98,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,27.71,,,,,0,0.38832402501312707
423.05,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,25.04,,,,,0,0.3845881101524642
406.78,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,28.18,,,,,0,0.3999705000245833
410.85,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,38.54,,,,,0,0.39600827552634776
414.91,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,40.08,,,,,0,0.39213323371333536
418.98,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,43.87,,,,,0,0.38832402501312707
423.05,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,40.12,,,,,0,0.3845881101524642
406.78,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,39.53,,,,,0,0.3999705000245833
410.85,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,50.98,,,,,0,0.39600827552634776
414.91,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,53.76,,,,,0,0.39213323371333536
418.98,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,56.22,,,,,0,0.38832402501312707
423.05,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,52.08,,,,,0,0.3845881101524642
406.78,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,42.12,,,,,0,0.3999705000245833
410.85,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,52.34,,,,,0,0.39600827552634776
414.91,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,55.47,,,,,0,0.39213323371333536
418.98,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,58.81,,,,,0,0.38832402501312707
423.05,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,54.62,,,,,0,0.3845881101524642
406.68,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,18.25,,,,,0,0.4000688502016327
410.75,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,25.79,,,,,0,0.3961046865489957
414.81,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,28.13,,,,,0,0.39222776692943756
418.88,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,31.96,,,,,0,0.388416730328495
422.95,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,27.58,,,,,0,0.38467904007565906
406.68,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,30.45,,,,,0,0.4000688502016327
410.75,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,39.16,,,,,0,0.3961046865489957
414.81,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,44.43,,,,,0,0.39222776692943756
418.88,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,47.21,,,,,0,0.388416730328495
422.95,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,43.76,,,,,0,0.38467904007565906
406.68,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,42.36,,,,,0,0.4000688502016327
410.75,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,54.88,,,,,0,0.3961046865489957
414.81,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,56.47,,,,,0,0.39222776692943756
418.88,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,58.65,,,,,0,0.388416730328495
422.95,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,56.13,,,,,0,0.38467904007565906
406.68,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,44.36,,,,,0,0.4000688502016327
410.75,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,56.17,,,,,0,0.3961046865489957
414.81,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,58.63,,,,,0,0.39222776692943756
418.88,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,60.21,,,,,0,0.388416730328495
422.95,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,57.4,,,,,0,0.38467904007565906
410.77,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,21.34,,,,,0,0.39608540058913744
414.84,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,29.21,,,,,0,0.3921994021791534
418.9,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,32.87,,,,,0,0.38839818572451656
422.97,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,35.54,,,,,0,0.38466085065134636
427.04,0.0,162.7,8.0,610.2,1220.35,3.0,27.0,31.15,,,,,0,0.3809947545897339
410.77,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,34.18,,,,,0,0.39608540058913744
414.84,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,44.05,,,,,0,0.3921994021791534
418.9,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,47.25,,,,,0,0.38839818572451656
422.97,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,50.33,,,,,0,0.38466085065134636
427.04,0.0,162.7,8.0,610.2,1220.35,7.0,27.0,46.6,,,,,0,0.3809947545897339
410.77,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,46.51,,,,,0,0.39608540058913744
414.84,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,59.33,,,,,0,0.3921994021791534
418.9,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,61.16,,,,,0,0.38839818572451656
422.97,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,64.42,,,,,0,0.38466085065134636
427.04,0.0,162.7,8.0,610.2,1220.35,28.0,27.0,62.16,,,,,0,0.3809947545897339
410.77,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,48.26,,,,,0,0.39608540058913744
414.84,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,61.76,,,,,0,0.3921994021791534
418.9,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,64.09,,,,,0,0.38839818572451656
422.97,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,66.41,,,,,0,0.38466085065134636
427.04,0.0,162.7,8.0,610.2,1220.35,60.0,27.0,63.5,,,,,0,0.3809947545897339
409.0,55.0,143.0,10.0,554.0,1293.0,28.0,27.0,60.23,,,,,0,0.4841075794621027
409.0,55.0,143.0,10.0,554.0,1293.0,28.0,27.0,58.13,,,,,0,0.4841075794621027
409.0,55.0,143.0,10.0,554.0,1293.0,28.0,27.0,46.32,,,,,0,0.4841075794621027
250.0,0.0,200.0,16.0,806.0,1088.0,3.0,27.0,28.62535,,,,,0,0.8
285.0,0.0,200.0,16.0,793.0,1070.0,3.0,27.0,26.5231,,,,,0,0.7017543859649122
333.0,0.0,200.0,16.0,776.0,1046.0,3.0,27.0,23.03337,,,,,0,0.6006006006006006
400.0,0.0,200.0,16.0,751.0,1013.0,3.0,27.0,17.67263,,,,,0,0.5
500.0,0.0,200.0,16.0,714.0,963.0,3.0,27.0,16.72662,,,,,0,0.4
250.0,0.0,200.0,16.0,806.0,1088.0,7.0,27.0,45.86378,,,,,0,0.8
285.0,0.0,200.0,16.0,793.0,1070.0,7.0,27.0,41.44906,,,,,0,0.7017543859649122
333.0,0.0,200.0,16.0,776.0,1046.0,7.0,27.0,36.78207,,,,,0,0.6006006006006006
400.0,0.0,200.0,16.0,751.0,1013.0,7.0,27.0,27.21684,,,,,0,0.5
500.0,0.0,200.0,16.0,714.0,963.0,7.0,27.0,23.95836,,,,,0,0.4
250.0,0.0,200.0,16.0,806.0,1088.0,28.0,27.0,59.63351,,,,,0,0.8
285.0,0.0,200.0,16.0,793.0,1070.0,28.0,27.0,51.70803,,,,,0,0.7017543859649122
333.0,0.0,200.0,16.0,776.0,1046.0,28.0,27.0,44.70754,,,,,0,0.6006006006006006
400.0,0.0,200.0,16.0,751.0,1013.0,28.0,27.0,36.55082,,,,,0,0.5
500.0,0.0,200.0,16.0,714.0,963.0,28.0,27.0,32.80882,,,,,0,0.4
250.0,0.0,200.0,16.0,806.0,1088.0,56.0,27.0,63.58573,,,,,0,0.8
285.0,0.0,200.0,16.0,793.0,1070.0,56.0,27.0,55.42901,,,,,0,0.7017543859649122
333.0,0.0,200.0,16.0,776.0,1046.0,56.0,27.0,48.19728,,,,,0,0.6006006006006006
400.0,0.0,200.0,16.0,751.0,1013.0,56.0,27.0,42.37405,,,,,0,0.5
500.0,0.0,200.0,16.0,714.0,963.0,56.0,27.0,37.70706,,,,,0,0.4
528.0,0.0,290.0,10.0,555.0,991.0,7.0,27.0,12.19719,,,,,0,0.5492424242424242
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,21.50981,,,,,0,0.5502183406113537
387.0,0.0,213.0,10.0,647.0,1157.0,7.0,27.0,18.45862,,,,,0,0.5503875968992248
528.0,0.0,290.0,10.0,555.0,991.0,14.0,27.0,20.06375,,,,,0,0.5492424242424242
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,32.09496,,,,,0,0.5502183406113537
387.0,0.0,213.0,10.0,647.0,1157.0,14.0,27.0,25.99259,,,,,0,0.5503875968992248
528.0,0.0,290.0,10.0,555.0,991.0,28.0,27.0,24.2284,,,,,0,0.5492424242424242
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,34.97262,,,,,0,0.5502183406113537
387.0,0.0,213.0,10.0,647.0,1157.0,28.0,27.0,29.68004,,,,,0,0.5503875968992248
458.0,0.0,252.0,10.0,515.0,1156.0,7.0,27.0,11.89651,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,21.33183,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,687.0,991.0,7.0,27.0,18.03825,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,515.0,1156.0,14.0,27.0,19.83352,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,31.64454,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,687.0,991.0,14.0,27.0,25.66479,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,515.0,1156.0,28.0,27.0,24.31496,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,34.93813,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,687.0,991.0,28.0,27.0,29.70079,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,28.37581,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,25.21485,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,21.37655,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,19.87133,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,34.87835,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,32.03349,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,25.87715,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,23.70964,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,36.86523,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,34.71277,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,27.87909,,,,,0,0.5502183406113537
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,25.03423,,,,,0,0.5502183406113537
439.0,0.0,240.0,10.0,601.0,1073.0,7.0,27.0,14.79773,,,,,0,0.5466970387243736
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,28.61604,,,,,0,0.5502183406113537
473.0,0.0,231.0,10.0,601.0,1073.0,7.0,27.0,23.42877,,,,,0,0.4883720930232558
487.0,0.0,267.0,10.0,601.0,1073.0,7.0,27.0,22.29045,,,,,0,0.5482546201232033
439.0,0.0,240.0,10.0,601.0,1073.0,14.0,27.0,18.83227,,,,,0,0.5466970387243736
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,34.22117,,,,,0,0.5502183406113537
473.0,0.0,231.0,10.0,601.0,1073.0,14.0,27.0,28.47195,,,,,0,0.4883720930232558
487.0,0.0,267.0,10.0,601.0,1073.0,14.0,27.0,25.87831,,,,,0,0.5482546201232033
421.0,0.0,231.0,10.0,601.0,1073.0,28.0,27.0,1.28201,,,,,0,0.5486935866983373
439.0,0.0,240.0,10.0,601.0,1073.0,28.0,27.0,22.14636,,,,,0,0.5466970387243736
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,36.67071,,,,,0,0.5502183406113537
473.0,0.0,231.0,10.0,601.0,1073.0,28.0,27.0,32.63617,,,,,0,0.4883720930232558
487.0,0.0,267.0,10.0,601.0,1073.0,28.0,27.0,28.18377,,,,,0,0.5482546201232033
439.0,0.0,242.0,10.0,601.0,1073.0,7.0,27.0,12.73341,,,,,0,0.55125284738041
458.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,24.93887,,,,,0,0.5502183406113537
473.0,0.0,260.0,10.0,601.0,1073.0,7.0,27.0,22.98976,,,,,0,0.5496828752642706
487.0,0.0,231.0,10.0,601.0,1073.0,7.0,27.0,21.40359,,,,,0,0.47433264887063653
439.0,0.0,242.0,10.0,601.0,1073.0,14.0,27.0,15.55626,,,,,0,0.55125284738041
458.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,31.8078,,,,,0,0.5502183406113537
473.0,0.0,260.0,10.0,601.0,1073.0,14.0,27.0,27.03584,,,,,0,0.5496828752642706
487.0,0.0,231.0,10.0,601.0,1073.0,14.0,27.0,24.01136,,,,,0,0.47433264887063653
421.0,0.0,231.0,10.0,601.0,1073.0,28.0,27.0,1.26727,,,,,0,0.5486935866983373
439.0,0.0,242.0,10.0,601.0,1073.0,28.0,27.0,18.76893,,,,,0,0.55125284738041
458.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,35.15489,,,,,0,0.5502183406113537
473.0,0.0,260.0,10.0,601.0,1073.0,28.0,27.0,30.6921,,,,,0,0.5496828752642706
487.0,0.0,231.0,10.0,601.0,1073.0,28.0,27.0,29.73771,,,,,0,0.47433264887063653
428.0,0.0,252.0,8.0,601.0,1073.0,7.0,27.0,18.22769,,,,,0,0.5887850467289719
428.0,0.0,252.0,10.0,601.0,1073.0,7.0,27.0,25.15207,,,,,0,0.5887850467289719
428.0,0.0,252.0,12.0,601.0,1073.0,7.0,27.0,27.41643,,,,,0,0.5887850467289719
428.0,0.0,252.0,14.0,601.0,1073.0,7.0,27.0,32.61792,,,,,0,0.5887850467289719
428.0,0.0,252.0,16.0,601.0,1073.0,7.0,27.0,34.86588,,,,,0,0.5887850467289719
428.0,0.0,252.0,8.0,601.0,1073.0,14.0,27.0,23.59326,,,,,0,0.5887850467289719
428.0,0.0,252.0,10.0,601.0,1073.0,14.0,27.0,32.09285,,,,,0,0.5887850467289719
428.0,0.0,252.0,12.0,601.0,1073.0,14.0,27.0,34.68539,,,,,0,0.5887850467289719
428.0,0.0,252.0,14.0,601.0,1073.0,14.0,27.0,38.85314,,,,,0,0.5887850467289719
428.0,0.0,252.0,16.0,601.0,1073.0,14.0,27.0,42.31532,,,,,0,0.5887850467289719
428.0,0.0,252.0,8.0,601.0,1073.0,28.0,27.0,27.41643,,,,,0,0.5887850467289719
428.0,0.0,252.0,10.0,601.0,1073.0,28.0,27.0,35.21046,,,,,0,0.5887850467289719
428.0,0.0,252.0,12.0,601.0,1073.0,28.0,27.0,38.50856,,,,,0,0.5887850467289719
428.0,0.0,252.0,14.0,601.0,1073.0,28.0,27.0,41.44568,,,,,0,0.5887850467289719
428.0,0.0,252.0,16.0,601.0,1073.0,28.0,27.0,44.56328,,,,,0,0.5887850467289719
400.0,88.0,200.0,12.0,670.0,1005.0,7.0,27.0,48.0,,,,,0,0.72
400.0,88.0,200.0,12.0,669.0,1004.0,7.0,27.0,44.35,,,,,0,0.72
400.0,88.0,200.0,12.0,669.0,1002.0,7.0,27.0,43.05,,,,,0,0.72
400.0,88.0,200.0,12.0,668.0,1001.0,7.0,27.0,37.45,,,,,0,0.72
400.0,88.0,200.0,12.0,668.0,1002.0,7.0,27.0,43.4,,,,,0,0.72
400.0,88.0,200.0,12.0,666.0,998.0,7.0,27.0,37.5,,,,,0,0.72
400.0,88.0,200.0,12.0,664.0,995.0,7.0,27.0,27.75,,,,,0,0.72
400.0,88.0,200.0,12.0,670.0,1005.0,28.0,27.0,63.95,,,,,0,0.72
400.0,88.0,200.0,12.0,669.0,1004.0,28.0,27.0,56.8,,,,,0,0.72
400.0,88.0,200.0,12.0,669.0,1002.0,28.0,27.0,48.8,,,,,0,0.72
400.0,88.0,200.0,12.0,668.0,1001.0,28.0,27.0,48.35,,,,,0,0.72
400.0,88.0,200.0,12.0,668.0,1002.0,28.0,27.0,48.7,,,,,0,0.72
400.0,88.0,200.0,12.0,666.0,998.0,28.0,27.0,39.6,,,,,0,0.72
400.0,88.0,200.0,12.0,664.0,995.0,28.0,27.0,36.55,,,,,0,0.72
400.0,122.0,108.0,15.0,708.0,1062.0,28.0,27.0,58.2,,,,,0,0.575
400.0,104.0,136.0,12.0,704.0,1056.0,28.0,27.0,65.0,,,,,0,0.6
400.0,102.0,108.0,15.0,716.0,1074.0,28.0,27.0,65.7,,,,,0,0.525
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,25.6,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,38.3,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,46.6,,,,,0,0.4
400.0,0.0,140.0,12.0,655.9,1218.0,28.0,27.0,32.5,,,,,0,0.35
400.0,6.0,140.0,12.0,655.9,1218.0,28.0,27.0,33.3,,,,,0,0.365
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,43.2,,,,,0,0.4
470.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,34.4,,,,,0,0.3404255319148936
400.0,6.0,140.0,12.0,655.9,1218.0,28.0,27.0,35.3,,,,,0,0.365
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,42.0,,,,,0,0.4
400.0,0.0,160.0,12.0,651.0,1209.0,28.0,27.0,41.5,,,,,0,0.4
400.0,6.0,140.0,12.0,655.9,1218.0,28.0,27.0,36.8,,,,,0,0.365
400.0,0.0,160.0,12.0,651.0,1209.0,90.0,27.0,33.4,,,,,0,0.4
